CID,CRPName,Party,DistIDRunFor,FECCandID
N00042160,"Messmer, Mindi",D,NH01,H8NH01202
N00042132,"Metcalf, Charles Jr",D,LA03,H8LA03052
N00029416,"Meuser, Dan",R,PA11,H8PA10147
N00042365,"Meyers, Larry",R,UTS1,S8UT00168
N00040697,"Meyers, Ryan",D,IA04,H8IA04080
N00040616,"Meza, Raymond",D,CA34,H8CA34175
N00041685,"Michailidis, Costa",I,NY03,H8NY03169
N00041995,"Mihalek, Valerie",R,PA08,H8PA08158
N00040941,"Milisits, Michael",D,OH10,H8OH10101
N00041485,"Miller, Alexander",D,CA53,H8CA52128
N00040909,"Miller, Aruna",D,MD06,H8MD06143
N00042471,"Miller, Bruce Gordon Mr.",D,NY01,H8NY01205
N00041542,"Miller, Carol",R,WV03,H8WV03097
N00041092,"Miller, Christopher Austin",D,FL27,H8FL27045
N00031493,"Miller, Darrel",D,IL18,H4IL18117
N00041107,"Miller, Donald Roy",D,ID01,H8ID01116
N00042501,"Miller, Drew",L,PA18,H8PA18264
N00040558,"Miller, Gavin",R,GA11,H8GA11021
N00040706,"Miller, Glen Scott",D,IN08,H8IN08133
N00039702,"Miller, Jeff",R,NV04,H8NV04067
N00041176,"Miller, Johnathan",L,OH15,H8OH15126
N00042157,"Miller, Justin",D,NC02,H8NC02128
N00042006,"Miller, Lee Thomas",R,TN07,H8TN07084
N00040881,"Miller, Loretta",R,FL15,H8FL15164
N00042362,"Miller, Mary",R,TXS2,S8TX00343
N00041326,"Miller, Mike",R,FL07,H8FL07062
N00040919,"Miller, Tim",R,MN07,H8MN07086
N00039506,"Mills, John",R,FL01,H6FL01143
N00040866,"Min, David",D,CA45,H8CA45148
N00041131,"Minehart, Colin",D,MN01,H8MN01261
N00040898,"Minelli, Chris",D,IL16,H8IL16104
N00042050,"Miranda, Catherine",D,AZ07,H8AZ07044
N00042533,"Mitchell, Ben",D,VT01,H8VT01057
N00041187,"Mitchell, Danielle",D,TN03,H8TN03208
N00041279,"Mitchell, Darius",R,MAS1,S8MA00292
N00042511,"Mitchell, Mark",R,TX06,H8TX06324
N00042239,"Mitchell, Monte Mark",R,TX06,H8TX06225
N00036274,"Mitchell, Paul",R,MI10,H4MI04118
N00041771,"Mitchem, Todd",L,CO02,H8CO02210
N00041688,"Mitrano, Tracy",D,NY23,H8NY23183
N00041317,"Mitsch Bush, Diane",D,CO03,H8CO03192
N00042512,"Mizher, Adrian",R,TX06,H8TX06332
N00041322,"Mockerman, Christopher",I,DE01,H8DE01036
N00029448,"Modica, Julien",D,VA10,H0VA10129
N00041672,"Moghul, Fasil",D,MN04,H8MN04083
N00040705,"Mohammad, Neill",D,IL16,H8IL16096
N00041982,"Mohan, Radhakrishna",D,NY11,H8NY11139
N00041188,"Monday, Christopher",R,TN06,H8TN06078
N00041038,"Monetti, Tony",R,MOS2,S8MO00137
N00041838,"Money, Christopher",R,NC11,H8NC11111
N00042058,"Montenegro, Steve",R,AZ08,H8AZ08174
N00041332,"Montgomery, Chalis",D,GA10,H8GA10148
N00042287,"Montiel, Carmen",R,TX29,H8TX29102
N00040682,"Moody, Dan",R,GA06,H8GA06260
N00036275,"Moolenaar, John",R,MI04,H4MI04126
N00033814,"Mooney, Alex",R,WV02,H4WV02080
N00041295,"Moore, Barry",R,AL02,H8AL02171
N00026914,"Moore, Gwen",D,WI04,H4WI04183
N00042578,"Moore, Kyle",D,IN05,H8IN05204
N00041027,"Moore, Roy",R,ALS1,S8AL00340
N00041646,"Moorehead, Patrick",I,GA10,H8GA10155
N00041657,"Morales, Diego",R,IN04,H8IN04157
N00040986,"Morales, Hector",D,TX29,H8TX29045
N00041085,"Moreno, Dominick",D,CO07,H8CO07078
N00042420,"Moreno, Joe",D,IL04,H8IL04217
N00040912,"Morgan, Matt",D,MI01,H8MI01149
N00042212,"Morganelli, John",D,PA15,H8PA15278
N00042216,"Morin, Will",D,SC04,H8SC04235
N00040952,"Moro, Elizabeth",D,PA07,H8PA07127
N00041555,"Morrisey, Patrick",R,WVS1,S8WV00143
N00040660,"Morrison, William ""Rodriguez""",R,CA34,H8CA34316
N00008363,"Morrow, John",R,IL02,H6IL02199
N00041447,"Morse, Jessica",D,CA04,H8CA04210
N00042177,"Mortensen, Michelle",R,NV03,H8NV03218
N00041507,"Moser, John",D,MD07,H8MD07075
N00040973,"Moser, Laura",D,TX07,H8TX07116
N00041296,"Moses, Mike",R,AL04,H8AL04078
N00041616,"Moss, Jim",D,AZS2,S8AZ00155
N00041973,"Moss, Lynda",D,MT01,H8MT01224
N00041815,"Mossburg, Matt",R,MD06,H8MD06200
N00040996,"Mott-Smith, Marla",D,UT04,H8UT04020
N00035431,"Moulton, Seth",D,MA06,H4MA06090
N00042170,"Moya, Paul",D,NM01,H8NM01430
N00041561,"Mucarel-Powell, Debbie",D,FL26,H8FL26039
N00040752,"Mullikin, Tom",R,SC05,H8SC05109
N00033410,"Mullin, Markwayne",R,OK02,H2OK02083
N00037529,"Muroff, Dan",D,PA07,H8PA07101
N00027566,"Murphy, Christopher S",D,CTS1,S2CT00132
N00041139,"Murphy, Dan",D,NC02,H8NC02052
N00040960,"Murphy, Les",D,SC05,H8SC05216
N00040133,"Murphy, Stephanie",D,FL07,H6FL07140
N00024992,"Murphy, Tim",R,PA18,H2PA18143
N00042585,"Murray, Lavitta",D,OH11,H8OH11307
N00041443,"Murray, Ronald",R,MTS1,S8MT00226
N00041671,"Mustafa, Regina",D,MN01,H8MN01311
N00041567,"Mustafa, Sameena",D,IL05,H8IL05123
N00041426,"Myers, Cathy",D,WI01,H8WI01131
N00042253,"Myers, Paul",R,TX11,H8TX11134
N00040530,"Myers, Steve",I,OH02,H8OH02108
N00000939,"Nadler, Jerrold",D,NY10,H2NY17071
N00041480,"Nalbandian, Johnny",R,CA28,H8CA28185
N00039033,"Nana, Charles",D,ALS1,S6AL00369
N00006789,"Napolitano, Grace",D,CA32,H8CA34068
N00040819,"Nardolillo, Bobby",R,RIS1,S8RI00110
N00033667,"Narvaiz, Susan",R,TX21,H2TX35029
N00037584,"Navarro, Omar",R,CA43,H6CA44145
N00040903,"Neace, Joshua",D,KY04,H8KY04136
N00042491,"Neahring, Jennifer",D,OR02,H8OR02179
N00000153,"Neal, Richard E",D,MA01,H8MA02041
N00041590,"Neal, Rick",D,OH15,H8OH15134
N00042263,"Negley, William",R,TX21,H8TX21257
N00041841,"Negron, Steve",R,NH02,H8NH02275
N00041080,"Neguse, Joseph",D,CO02,H8CO02160
N00039601,"Nehlen, Paul",R,WI01,H6WI01226
N00041297,"Neighbors, Rick",D,AL04,H8AL04086
N00009926,"Nelson, Bill",D,FLS1,S8FL00166
N00041827,"Nelson, Carla",R,MN01,H8MN01329
N00041760,"Nelson, John",D,CA26,H8CA26130
N00042515,"Nelson, Kevin",D,TX10,H8TX10136
N00040635,"Nelson, Patrick",D,NY21,H2NY21115
N00042426,"Nelson, Preston",R,IL12,H8IL12160
N00042385,"Nelson, Shawn",R,CA39,H8CA39232
N00041496,"Nesmith, Michael",D,GA12,H8GA12052
N00041736,"Newberger, Jim",R,MNS2,S8MN00552
N00036403,"Newhouse, Dan",R,WA04,H4WA04104
N00042105,"Newland, K Ross",R,GA13,H8GA13019
N00040891,"Newman, Marie",D,IL03,H8IL03102
N00029708,"Newman, Monty",R,NM02,H8NM02073
N00042011,"Nguyen, Danny",R,TX22,H8TX22255
N00040645,"Nichols, Damien",D,CA28,H8CA28169
N00042200,"Nichols, Jason",D,OK02,H8OK02148
N00041623,"Nicholson, Kevin",R,WIS1,S8WI00216
N00042229,"Niederkorn, David",R,TX03,H8TX03149
N00041349,"Niermann, Tom",D,KS03,H8KS03114
N00040999,"Noble, Janelle",D,VA07,H8VA07078
N00021207,"Nolan, Rick",D,MN08,H2MN08111
N00036154,"Norcross, Don",D,NJ01,H4NJ01084
N00030614,"Noren, Scott",D,NYS1,S0NY00402
N00027783,"Norman, Ralph",R,SC05,H8SC05158
N00033875,"Norris, Phil",R,AL04,H8AL04060
N00001692,"Norton, Eleanor Holmes",D,DC00,H0DC00058
N00042209,"Nothstein, Marty",R,PA15,H8PA15245
N00007248,"Nunes, Devin",R,CA22,H8CA20059
N00042530,"Nygaard, David",D,VA02,H8VA02129
N00040852,"Nygard, Dotty",D,CA10,H8CA10118
N00042196,"O'Brien, Carol",R,OH12,H8OH12206
N00042586,"O'Connor, Danny",D,OH12,H8OH12297
N00040719,"O'Cull, Sayre Christian",D,KY04,H8KY04128
N00041150,"O'Donnell, Justin",L,NH02,H8NH02242
N00040850,"O'Donnell, Ronald",D,CA08,H8CA08096
N00037515,"O'Halleran, Tom",D,AZ01,H6AZ01199
N00033540,"O'Rourke, Beto",D,TXS2,S8TX00285
N00041980,"O'Rourke, Terence",D,NH01,H8NH01194
N00040957,"Oakes, Kevin",R,PA17,H8PA17043
N00040869,"Oatman, Laura",D,CA48,H8CA48043
N00041162,"Ocasio-Cortez, Alexandria",D,NY14,H8NY15148
N00036034,"Ojeda, Richard",D,WV03,H8WV03048
N00042278,"Oliver, Julie",D,TX25,H8TX25159
N00041644,"Oliver, Rusty",D,GA03,H8GA03069
N00041246,"Olmer, Scott",D,WI06,H8WI06080
N00041696,"Olsen, Martin",D,TN01,H8TN01079
N00041896,"Olson, Brayden",D,WA08,H8WA08213
N00041667,"Olson, Craig",D,ME02,H8ME02177
N00042597,"Olson, Lee W",I,CAS2,S8CA00465
N00029285,"Olson, Pete",R,TX22,H8TX22107
N00041039,"Olszewski, Al",R,MTS1,S8MT00200
N00041448,"Onufrei, Stelian",R,CA48,H8CA48092
N00042003,"Ortitay, Jason",R,PA18,H8PA18249
N00041512,"Osmack, Mark",D,MO02,H8MO02216
N00040675,"Ossoff, Jon",D,GA06,H8GA06195
N00040857,"Owen, Robert",D,CA23,H8CA23095
N00040652,"Padilla, Mark",I,CA34,H8CA34233
N00031958,"Palazzo, Steven",R,MS04,H0MS04120
N00000781,"Pallone, Frank Jr",D,NJ06,H8NJ03073
N00035691,"Palmer, Gary",R,AL06,H4AL06098
N00042221,"Palmer, Michael",R,TX02,H8TX02133
N00042587,"Palmer, Susan",D,OH16,H8OH16157
N00041716,"Palzewicz, Tom",D,WI05,H8WI05165
N00041708,"Panda, Chetan",D,TX25,H8TX25134
N00038601,"Panetta, Jimmy",D,CA20,H6CA20152
N00041553,"Pannu, Jasdeep",3,VTS1,S8VT00125
N00042161,"Pappas, Chris",D,NH01,H8NH01210
N00042532,"Park, Jonathan",D,VA11,H8VA11096
N00041624,"Parks, Juan",D,GA04,H8GA04117
N00040759,"Parnell, Archie",D,SC05,H8SC05174
N00042225,"Parvizian, Hamid",D,TX02,H8TX02174
N00041795,"Paschen, John",D,IA04,H8IA04122
N00000751,"Pascrell, Bill Jr",D,NJ09,H6NJ08118
N00038816,"Pate, Ava",R,TX18,H6TX18158
N00042406,"Patel, Sanjay",D,FL08,H8FL08102
N00041983,"Patel, Suraj",D,NY12,H8NY12129
N00042197,"Patton, Jackie",D,OH12,H8OH12214
N00041591,"Patton, Tom",R,OH16,H8OH16116
N00041293,Paula Jean Swearengin,D,WVS1,S8WV00119
N00029391,"Paulsen, Erik",R,MN03,H8MN03077
N00034639,"Payne, Donald M Jr",D,NJ10,H2NJ10154
N00040665,"Peacock, Julia",D,CA42,H8CA42228
N00012672,"Pearce, Steve",R,NM02,H2NM02126
N00041227,"Peay, Stewart",R,UT03,H8UT03295
N00041523,"Pechefsky, David",D,NY01,H8NY01163
N00041438,"Peeples, Bryan",R,ALS1,S8AL00464
N00042016,"Pelletier, Paul",D,VA10,H8VA10171
N00040343,"Pellett, Danielle",D,TX32,H8TX32056
N00007360,"Pelosi, Nancy",D,CA12,H8CA05035
N00041310,"Pelzer, Jon",D,CA30,H8CA30066
N00041762,"Pelzer, Kimberlin Brown",R,CA36,H8CA36170
N00042174,"Pena, Angel",D,NM02,H8NM02214
N00040670,"Pena, Ray",D,FL15,H8FL15131
N00041410,"Pena, Rene Jr",D,TX27,H8TX27031
N00041956,"Pence, Greg",R,IN06,H8IN06129
N00040746,"Pendleton, Scott",R,OK01,H8OK01132
N00042217,"Penfold, Josh",D,TN07,H8TN07092
N00041517,"Penner, Kirk",R,NE03,H8NE03087
N00004108,"Pensler, Sandy",R,MIS2,S8MI00414
N00041783,"Perenich, Stephen",D,FL12,H8FL12070
N00041478,"Perez, Ana Maria",D,AZ04,H8AZ04132
N00040596,"Perez, John",D,CA34,H6CA34245
N00040750,"Perez, Tom",R,SC01,H8SC01090
N00035512,"Perkins, Jo Rae",R,OR04,H6OR04203
N00027510,"Perlmutter, Ed",D,CO07,H6CO07023
N00040984,"Perri, Chris",D,TX25,H8TX21174
N00042110,"Perry, Christy",R,ID01,H8ID01173
N00041180,"Perry, Paul",D,PA07,H8PA07143
N00034120,"Perry, Scott",R,PA04,H2PA04135
N00040980,"Peterka, Jessica",I,TX18,H8TX18162
N00039395,"Peters, Christopher",R,IA02,H6IA02161
N00042207,"Peters, Joe",R,PA11,H8PA11103
N00041391,"Peters, John",D,OH12,H8OH12149
N00033591,"Peters, Scott",D,CA52,H2CA52089
N00038525,"Petersen, Austin",R,MOS2,S8MO00145
N00004558,"Peterson, Collin",D,MN07,H2MN07014
N00042047,"Peterson, Lea Marquez",R,AZ02,H8AZ02185
N00040878,"Pettersen, Brittany",D,CO07,H8CO07045
N00042565,"Pettigrew, Aaron L",R,TNS1,S8TN00394
N00041975,"Pettinato, Jared",D,MT01,H8MT01240
N00033609,"Petzel, Geoffrey",D,IL06,H8IL06089
N00041444,"Peyer, Dustin",D,NDS2,S8ND00096
N00000775,"Pezzullo, Rich",R,NJS1,S4NJ00169
N00041878,"Pfalzgraf, Eric",D,TX11,H8TX11118
N00041495,"Pham, Ethan",D,GA07,H8GA07177
N00041970,"Phifer, Leah",D,MN08,H8MN08050
N00041711,"Phillips, Brendan",3,UT03,H8UT03386
N00041134,"Phillips, Dean",D,MN03,H8MN03143
N00041386,"Phillips, Heath",D,NY22,H8NY22169
N00040966,"Phillips, Mariah",D,TN04,H8TN04099
N00041249,"Phillips, Rupie Jr",R,WV03,H8WV03055
N00040859,"Phoenix, Jess",D,CA25,H8CA25082
N00042128,"Piatt, Patti",D,KY04,H8KY04144
N00042187,"Piegza, Larry",R,NY27,H8NY27150
N00039040,"Pierce, Douglas",D,CAS2,S6CA00790
N00042375,"Pierson, Nick",R,AZ03,H8AZ03159
N00040671,"Pilkington, Greg",D,FL15,H8FL15149
N00013817,"Pingree, Chellie",D,ME01,H8ME01120
N00042178,"Pinjuv, Guy",D,NV03,H8NV03226
N00041733,"Piper, John Patrick",I,INS1,S8IN00197
N00034416,"Pittenger, Robert",R,NC09,H2NC09134
N00041270,"Pittman, Trip",R,ALS1,S8AL00415
N00035000,"Plaskett, Stacey",D,VI00,H2VI00082
N00041203,"Plummer, Letitia",D,TX22,H8TX22206
N00033549,"Pocan, Mark",D,WI02,H2WI02124
N00026457,"Poe, Ted",R,TX02,H4TX02108
N00042019,"Polce, Nick",R,WI01,H8WI01149
N00034584,"Poliquin, Bruce",R,ME02,H4ME02234
N00040687,"Pollard, Andre",I,GA06,H8GA06310
N00041490,"Pollard, Bill",D,FL17,H8FL17020
N00042531,"Pope, Elliot",R,VA06,H8VA06120
N00040754,"Pope, Tommy",R,SC05,H8SC05125
N00041393,"Porter, Eddie Ray",D,OK05,H8OK05091
N00041889,"Porter, Ernest",D,VA02,H8VA02095
N00040865,"Porter, Katie",D,CA45,H8CA45130
N00040773,"Porter, Stevan",L,VA11,H8VA11088
N00029662,"Posey, Bill",R,FL08,H8FL15107
N00042270,"Poteet, Al",R,TX21,H8TX21323
N00042235,"Pounds, Bunni",R,TX05,H8TX05128
N00040991,"Powell, Jon",D,TX36,H8TX36016
N00041958,"Powers, Kevin",R,MA02,H8MA02090
N00042393,"Prejean, Christina",D,CA49,H8CA49116
N00042581,"Pressley, Ayanna",D,MA07,H8MA07032
N00042143,"Pretot, Jake",D,MD02,H8MD02100
N00002260,"Price, David",D,NC04,H6NC04037
N00041369,"Price, Phillip",D,NC11,H8NC11103
N00041109,"Price, Suzyn",D,IL06,H8IL06113
N00042076,"Price, Thomas",D,CA42,H8CA42251
N00042210,"Pries, Mike",R,PA15,H8PA15252
N00040749,"Prigg, Tom",D,PA12,H8PA12069
N00042171,"Princeton, Lloyd",L,NM01,H8NM01448
N00042167,"Pringle, David",D,NJ07,H8NJ07231
N00041360,"Prosch, Matt",R,MN07,H8MN07094
N00041572,"Pruett, Jim",D,IN06,H8IN06087
N00041877,"Pruitt, Autry",R,TX08,H8TX08106
N00040895,"Pruitt, Dean",D,IL12,H8IL12095
N00042446,"Pulcher, Jacob",L,MD05,H8MD05137
N00041506,"Pullen, Mike",D,MD01,H8MD01185
N00041079,"Qudrat, Omar",R,CA52,H8CA52102
N00041146,"Queen, Kenneth",D,NC10,H8NC10089
N00040642,"Quigg, Rebecca",D,GA06,H8GA06344
N00030581,"Quigley, Mike",D,IL05,H0IL05096
N00039087,"Quinn, Christine",R,FL14,H6FL14112
N00038839,"Quintanilla, Carlos",D,TX33,H6TX33025
N00040646,"Quintero, Andre",D,CA32,H8CA32070
N00042075,"Quintero, Norman",D,CA42,H8CA42244
N00040729,"Quist, Robert E.",D,MT01,H8MT00077
N00036728,"Rab, Aejaz",D,CA30,H4CA30123
N00037587,"Rabinowitz, Jeffrey G",I,FL15,H6FL00103
N00041574,"Racioppi, Sam",L,MA06,H8MA06109
N00041324,"Rackleff, Bob",D,FL02,H8FL02097
N00013848,"Raczkowski, Rocky",R,MI11,H8MI11288
N00040943,"Rader, Betsy",D,OH14,H8OH14111
N00007635,"Radewagen, Amata Coleman",R,AS00,H4AS00036
N00042123,"Radice, Timothy",R,IN04,H8IN04215
N00042366,"Raiklin, Ivan",R,VAS1,S8VA00305
N00042115,"Ramirez-Rosa, Carlos",D,IL04,H8IL04142
N00041481,"Ramsay, Greg",D,CA45,H8CA45171
N00041123,"Ramsey, Andrea",D,KS03,H8KS03106
N00041103,"Ramsey, George",D,IA01,H8IA01110
N00042397,"Rao, Saira",D,CO01,H8CO01154
N00041472,"Rapini, Dominic",R,CTS1,S8CT00113
N00037036,"Raskin, Jamie",D,MD08,H6MD08457
N00035972,"Ratcliffe, John Lee",R,TX04,H4TX04153
N00042513,"Ratterree, Troy",R,TX06,H8TX06340
N00041694,"Ray, Johnny Allen",R,SC07,H8SC07030
N00041739,"Raybould, Jane",D,NES1,S8NE00182
N00041861,"Reddick, Rachel",D,PA08,H8PA08141
N00042499,"Reed, Dave",R,PA09,H8PA09032
N00030949,"Reed, Tom",R,NY23,H0NY29054
N00038410,"Reed, Wendy",D,CA23,H6CA23206
N00042504,"Reel, Matt",D,TN07,H8TN07100
N00041493,"Regalado, Raquel",R,FL27,H8FL27078
N00041640,"Reid, Ron",D,FL11,H8FL11114
N00034783,"Reilly, Steve",D,GA07,H8GA07169
N00041077,"Reiser, Brandon",L,CA48,H8CA48068
N00040695,"Reiss, John",D,HI02,H8HI02125
N00031127,"Renacci, Jim",R,OHS1,S8OH00102
N00042395,"Renison, John",R,CA51,H8CA51054
N00042472,"Rennhack, John",D,NY22,H8NY02096
N00041871,"Reschenthaler, Guy",R,PA18,H8PA18199
N00042526,"Reyes, Augustine",D,TX29,H8TX29128
N00041560,"Reyes, Carlos",R,FL23,H8FL23051
N00039835,"Reynolds, Steven",D,TN04,H6TN04200
N00041775,"Rhea, Bill",R,CO05,H8CO05155
N00040938,"Rhodes, Gareth",D,NY19,H8NY19199
N00041127,"Rice, Johnny",R,MD05,H8MD05129
N00035927,"Rice, Kathleen",D,NY04,H4NY04075
N00040894,"Rice, Maxwell",R,IL09,H8IL09174
N00041057,"Rice, Richard Brand New",D,AL07,H8AL07089
N00033832,"Rice, Tom",R,SC07,H2SC07066
N00040815,"Rich, Mick",R,NMS1,S8NM00200
N00041355,"Rich, Tim",D,ME02,H8ME02144
N00041088,"Richardson, Chardo",D,FL07,H8FL07054
N00041492,"Richardson, David",D,FL27,H8FL27060
N00042065,"Richardson, Robert",3,CA09,H8CA07080
N00030184,"Richmond, Cedric",D,LA02,H8LA02054
N00041195,"Ricker, Sean",R,TX08,H8TX08072
N00041395,"Rieger, Chris",D,PA03,H8PA03126
N00037032,"Rients, Don",R,IL18,H6IL18138
N00040777,"Riley, Kris Ann Ms.",I,WI05,H8WI05140
N00041331,"Ring, Lisa",D,GA01,H8GA01063
N00041921,"Ringelstein, Zak",D,MES1,S8ME00155
N00041423,"Rittereiser, Jason",D,WA08,H8WA08163
N00035354,"Roberts, Boyd",D,CA48,H4CA42078
N00038874,"Roberts, Clifton",I,CAS2,S8CA00390
N00040924,"Roberts, Ira",R,NC10,H8NC10071
N00042219,"Roberts, Kevin",R,TX02,H8TX02117
N00030768,"Roby, Martha",R,AL02,H0AL02087
N00038414,"Rochester, Lisa Blunt",D,DE01,H6DE00206
N00040718,"Rockhold, Chris",L,KS04,H8KS04179
N00026314,"Rodgers, Cathy McMorris",R,WA05,H4WA05077
N00040988,"Rodriguez, Darrell",D,TX32,H8TX32080
N00041213,"Rodriguez, George",D,TX32,H8TX32122
N00041330,"Rodriguez, Jose Javier",D,FL27,H8FL27052
N00040210,"Rodriguez, Junius",D,IL18,H6IL18161
N00041642,"Rodriguez-Aguilera, Bettina",R,FL27,H8FL27094
N00028463,"Roe, Phil",R,TN01,H6TN01388
N00041710,"Roesler, Russell Paul",I,UT03,H8UT03378
N00003473,"Rogers, Hal",R,KY05,H0KY05015
N00024759,"Rogers, Mike D",R,AL03,H2AL03032
N00007151,"Rohrabacher, Dana",R,CA48,H8CA42061
N00042447,"Rohrs, Brad",R,MD06,H8MD06226
N00031741,"Rokita, Todd",R,INS1,S8IN00189
N00042428,"Roldan-Johnson, Daniel",D,IL14,H8IL14182
N00041835,"Romley, Ken",D,NC02,H8NC02094
N00041390,"Ronan, Sam",D,OH01,H8OH01092
N00038447,"Ronan, Samuel",D,OH01,H6OH01088
N00040007,"Rooney, Francis",R,FL19,H6FL19087
N00029018,"Rooney, Tom",R,FL17,H8FL16022
N00042443,"Rosas, Eduardo",I,MD03,H8MD03124
N00042043,"Rosas, Emily",R,FL01,H0FL01112
N00041972,"Rose, E Brian",R,MS04,H8MS04453
N00041599,"Rose, John",R,TN06,H8TN06094
N00041588,"Rose, Max",D,NY11,H8NY11113
N00040886,"Rosen Gonzalez, Kristen",D,FL27,H8FL27029
N00038734,"Rosen, Jacky",D,NVS1,S8NV00156
N00035517,"Rosendale, Matt",R,MTS1,S8MT00234
N00004719,"Roskam, Peter",R,IL06,H6IL06117
N00030645,"Ross, Dennis",R,FL15,H0FL12101
N00041557,"Ross, Heather",D,AZ06,H8AZ06095
N00032631,"Rossi, Dino",R,WA08,H8WA08205
N00031253,"Rothfus, Keith J",R,PA12,H0PA04220
N00040666,"Rouda, Harley",D,CA48,H8CA48035
N00033527,"Rouzer, David",R,NC07,H2NC07096
N00041228,"Row, Shane",R,UT03,H8UT03303
N00041102,"Rowe, Courtney",D,IA01,H8IA01102
N00041874,"Rowjee, Roshin",R,TX01,H8TX01051
N00042268,"Roy, Chip",R,TX21,H8TX21307
N00006671,"Roybal-Allard, Lucille",D,CA40,H2CA33048
N00008264,"Royce, Ed",R,CA39,H6CA39020
N00034185,"Ruben, David",D,AZS2,S2AZ00265
N00042590,"Ruff, Jonathan Alan",R,SC04,H8SC04243
N00033510,"Ruiz, Raul",D,CA36,H2CA36439
N00040561,"Rundblade, Shawn Eric",D,WI05,H8WI05132
N00025482,"Ruppersberger, Dutch",D,MD02,H2MD02160
N00004887,"Rush, Bobby L",D,IL01,H2IL01042
N00041764,"Rusk, Ted",D,CA39,H8CA39208
N00041274,"Russell, Chris",D,AZS2,S8AZ00148
N00042486,"Russell, John",D,OH12,H8OH12271
N00041940,"Russell, Ken",D,FL27,H8FL27128
N00036175,"Russell, Steven",R,OK05,H4OK05132
N00033611,"Rutagwibira, Aloys",R,IL10,H2IL10092
N00039777,"Rutherford, John",R,FL04,H6FL04105
N00038699,"Ryan, Greg",R,MN04,H6MN04236
N00041105,"Ryan, Heather",D,IA03,H8IA03132
N00041165,"Ryan, Pat",D,NY19,H8NY19223
N00004357,"Ryan, Paul",R,WI01,H8WI01024
N00041959,"Ryan, Terence J",D,MA03,H8MA03148
N00025280,"Ryan, Tim",D,OH13,H2OH17109
N00041059,"Ryerse, Robert",R,AR03,H8AR03066
N00040889,"Ryon, Anna",D,IA03,H8IA03116
N00040868,"Rywalski, Eric",D,CA45,H8CA45163
N00041510,"Saad, Fayrouz",D,MI11,H8MI11262
N00042348,"Saavedra, Jazmina",R,CAS2,S8CA00432
N00041072,"Sabato, Antonio Jr",R,CA26,H8CA26114
N00040816,"Saccone, Rick",R,PA18,H8PA18231
N00041407,"Sagan, Greg",D,TX13,H8TX13163
N00041698,"Sagliano, Vito",R,TN02,H8TN02168
N00041210,"Sajna, Cyrus",R,TX26,H8TX26108
N00041845,"Salas, Andrew",R,NM02,H8NM02180
N00041884,"Salerno, Lillian",D,TX32,H8TX32148
N00040893,"Salim, Ahmed",D,IL07,H8IL07095
N00040929,"Salmon, Scott",D,NJ07,H8NJ07181
N00005912,"Sam, Geraldine",R,TXS2,S8TX00384
N00042004,"Samples, Greg",L,TN02,H8TN02192
N00038591,"San Miguel, Edna",R,AZ03,H6AZ03179
N00041149,"Sanborn, Andy",R,NH01,H8NH01160
N00042247,"Sanchez, Ivan",D,TX07,H8TX07165
N00040761,"Sanchez, Jana Lynne",D,TX06,H8TX06183
N00024870,"Sanchez, Linda",D,CA38,H2CA39078
N00042417,"Sanchez, Ruben",R,IL04,H8IL04183
N00000528,"Sanders, Bernie",I,VTS1,S4VT00033
N00036641,"Sandman, Ray Skip",I,MN08,H4MN08091
N00002424,"Sanford, Mark",R,SC01,H4SC01073
N00041950,"Sangari, Sargis",R,IL09,H8IL09190
N00040918,"Santa Maria, Brian",D,MN03,H8MN03127
N00039297,"Santamaria, Carlos",R,CA05,H6CA05336
N00040770,"Santana, Edwin Jr",D,VA01,H8VA01253
N00042299,"Santopietro, Justin",D,VA09,H8VA09058
N00042400,"Sapp, Judson",R,FL07,H8FL03046
N00027751,"Sarbanes, John",D,MD03,H6MD03292
N00042383,"Sarega, Andrew",R,CA39,H8CA39216
N00041879,"Sargent, Bill",R,TX14,H8TX14153
N00041680,"Sarnoski, Jason",R,NJ05,H8NJ05128
N00042269,"Sarver, Jenifer",R,TX21,H8TX21315
N00041686,"Sauberman, Joshua",D,NY03,H8NY03177
N00042378,"Sawdy, Steven",R,AZ08,H8AZ08208
N00040997,"Sawyers, Ryan",D,VA01,H8VA01261
N00042182,"Sax, Mike",D,NY02,H8NY02088
N00041767,"Sayed, Shamus",R,CA50,H8CA50148
N00037526,"Sbaih, Jesse",D,NVS1,S8NV00149
N00009660,"Scalise, Steve",R,LA01,H0LA01087
N00042389,"Schaarsmith, Deanie",D,CA48,H8CA48134
N00038834,"Schafranek, Robert",R,TX29,H6TX29080
N00004724,"Schakowsky, Jan",D,IL09,H8IL09067
N00009575,"Scharer, Gene",D,AZ08,H0AZ03248
N00041427,"Scheinberg, Aaron",D,WV02,H8WV02107
N00033362,"Schiess, John",R,WIS1,S2WI00193
N00009585,"Schiff, Adam",D,CA28,H0CA27085
N00039555,"Schiffman, Steve",D,NV03,H8NV03143
N00042479,"Schiller, Jill",D,OH02,H8OH02124
N00041578,"Schiller, Nick",D,MI02,H8MI02121
N00033101,"Schneider, Brad",D,IL10,H2IL10068
N00041986,"Schnibbe, Steve",R,NY21,H8NY21310
N00041465,"Scholten, JD",D,IA04,H8IA04106
N00042082,"Schoonover, Joshua",R,CA50,H8CA50155
N00030071,"Schrader, Kurt",D,OR05,H8OR05107
